TICKER,CNAME,PERMNO,IssuerNm,SCORE
SMCI,SIMULATION SCIEN,84124,SIMULATION SCIENCES INC,0
SMCO,SIMPSON MFG,80575,SIMPSON MANUFACTURING CO INC,0
SMCR,SUMMCORP,92145,SUMMCORP,0
SMCS,STAR MULTI CARE,76988,STAR MULTI CARE SERVICES INC NEW,0
SMCX,SPECIAL METALS,84564,SPECIAL METALS CORP,0
SMD,ALGORHYTHM HLDGS,88937,SINGING MACHINE CO INC,1
SMDI,SIRENZA MICRODV,88262,SIRENZA MICRODEVICES INC,0
SMDK,SMARTDISK,87347,SMARTDISK CORP,0
SMDO,SMART MODULAR,91127,SMART MODULAR TECHS W W H INC,0
SMED,SHARED MED SYS,70229,SHARED MEDICAL SYSTEMS CORP,0
SMEM,ISHARES MSCI ETF,89730,ISHARES TRUST,1
SMF,SINGER CO,27473,SINGER CO,0
SMF1,SMART & FINAL IN,76764,SMART & FINAL INC,0
SMFC,SHO-ME FINCL CP,80765,SHO ME FINANCIAL CORP,0
SMFJ,SMFG,12385,SUMITOMO MITSUI FINANCIAL GP INC,1
SMFL,SMART FOR LIFE,22798,SMART FOR LIFE INC,0
SMFR,GENEDX HOLDINGS,19956,GENEDX HOLDINGS CORP,0
SMFZ,SALIENT MLP,12782,SALIENT M L P & ENERGY INFRA FD,0
SMG,SCIENCE MGMT,49007,SCIENCE MANAGEMENT CORP,0
SMGS,SEMCO ENERGY INC,71395,SEMCO ENERGY INC,0
SMHD,SMARTHEAT,92875,SMARTHEAT INC,0
SMHG,EDELMAN FINANCIA,86583,EDELMAN FINANCIAL GROUP INC,0
SMI,SPRINGS INDS INC,44062,SPRINGS MILLS INC,0
SMIC,SUPER MICRO COMP,91907,SUPER MICRO COMPUTER INC,0
SMIM,SMIC,90076,SEMICONDUCTOR MANUFACT INTL CORP,1
SMIN,SOUTHN MIN CORP,71555,SOUTHERN MINERAL CORP,0
SMIT,SUMMIT PETE CORP,73382,SUMMIT PETROLEUM CORP,2
SMJI,ISHARES MSCI,83225,ISHARES INC,0
SMK,FREDERICK'S OF H,48020,FREDERICKS HOLLYWOOD GROUP INC,1
SMKE,AXION POWER INTL,14993,AXION POWER INTERNATIONAL INC,0
SMLB,SMITH LABS INC,70915,SMITH LABS INC,0
SMLC,B COMM,92314,B COMMUNICATIONS LTD,0
SMLP,SUMMIT MIDSTREAM,13583,SUMMIT MIDSTREAM CORP,0
SMLR,SEMLER,14469,SEMLER SCIENTIFIC INC,0
SMLS,SCIMED LIFE SYS,69220,SCI MED LIFE SYSTEMS INC,0
SMMT,SUMMIT BNCP WASH,73411,SUMMIT BANCORP INC,1
SMMX,SYMYX TECH,87418,SYMYX TECHNOLOGIES INC,0
SMN,SEAMENS CP TX,70180,SEAMENS CORP,0
SMNA,SAMNA CORP,11427,SAMNA CORP,0
SMNF,SEAMAN FURNITURE,79306,SEAMAN FURNITURE CO,0
SMNI,SATELLITE MUSIC,91716,SATELLITE MUSIC NETWORK INC,0
SMNS,SEMINIS INC,87021,SEMINIS INC,0
SMO,SANTA MONICA BAN,68786,SANTA MONICA BANK CA,0
SMOD,SMART MODULAR,82616,SMART MODULAR TECHNOLOGIES INC,0
SMOL,SMARTSERV,83316,SMARTSERV ONLINE INC,0
SMOU,KANDI TECH GROUP,92589,KANDI TECHNOLOGIES GROUP INC NEW,1
SMP,STANDARD MOTOR,39220,STANDARD MOTOR PRODUCTS INC,0
SMPL,SIMPLY GOOD FOOD,16284,SIMPLY GOOD FOODS CO,0
SMPS,SIMPSON INDS INC,70790,SIMPSON INDUSTRIES INC,0
SMPX,SYMPHONIX DEVICE,85850,SYMPHONIX DEVICES INC,0
SMR,NUSCALE POWER,20325,NUSCALE POWER CORP,0
SMRA,SOMERA COMM,87457,SOMERA COMMUNICATIONS INC,0
SMRT,STEIN MART,77530,STEIN MART INC,0
SMS2,SMITH MICRO SOFT,82281,SMITH MICRO SOFTWARE INC,0
SMSC,STD MICROSYSTEMS,72486,STANDARD MICROSYSTEMS CORP,0
SMSI,SCIENTIFIC MICRO,69316,SCIENTIFIC MICRO SYS INC,0
SMT,SUMMIT PPTY INC,80212,SUMMIT PROPERTIES INC,0
SMTB,SMITHTOWN BANCOR,90136,SMITHTOWN BANCORP INC,2
SMTC,SEMTECH,50948,SEMTECH CORP,0
SMTD,SUMMT DESIGN INC,84125,SUMMIT DESIGN INC,0
SMTG,SOMATOGEN INC,76773,SOMATOGEN INC,0
SMTK,SMARTALK TELE,84126,SMARTALK TELESERVICES INC,0
SMTL,SEMITOOL INC,81275,SEMITOOL INC,0
SMTP,SHARPSPRING,14441,SHARPSPRING INC,0
SMTS,SOMANETICS CORP,76990,SOMANETICS CORP,0
SMU,SIMULA,77509,SIMULA INC,0
SMV,SMEDVIG,84177,SMEDVIG A S,0
SMV,SMEDVIG,84178,SMEDVIG A S,0
SMWB,SIMILARWEB,21261,SIMILARWEB LTD,0
SMX2,SMTC,88466,S M T C CORP,1
SMXC,SMITHWAY MOTOR,83694,SMITHWAY MOTOR XPRESS CORP,0
SN,SANCHEZ ENERGY C,13139,SANCHEZ ENERGY CORP,0
SNA,SNAP-ON,60206,SNAP ON TOOLS CORP,0
SNAK,INVENTURE FOODS,84325,INVENTURE FOODS INC,0
SNAL,SNAIL,23513,SNAIL INC,0
SNAP,SYNAPTIC PHARM,82746,SYNAPTIC PHARMACEUTICAL CORP,0
SNAT,TRUIST FINANCIAL,71563,TRUIST FINANCIAL CORP,0
SNBC,SUN BANCORP INC,83903,SUN BANCORP INC NJ,0
SNBI,STATE NATIONAL,90906,STATE NATIONAL BANCSHARES INC,0
SNBJ,SECURITY BANK,85714,SECURITY BANK CORP NEW,0
SNBL,2ND NATL BNCP,69703,SECOND NATIONAL BANCORPORATION,1
SNBP,PANBELA,19650,PANBELA THERAPEUTICS INC NEW,0
SNBT,SNB BANCSHARES,90324,S N B BANCSHARES INC TX,0
SNC,SNYDER COMMS,83998,SNYDER COMMUNICATIONS INC,0
SNCA,SENECA OIL CO,70010,SENECA OIL CO,0
SNCE,SCIENCE 37 HLDG,20155,SCIENCE 37 HOLDINGS INC,0
SNCI,OTIX GLOBAL INC,88263,O T I X GLOBAL INC,0
SNCO,INVIVO CORP,11138,INVIVO CORP,0
SNCR,SYNCHRONOSS TECH,91366,SYNCHRONOSS TECHNOLOGIES INC,0
SNCY,SUN COUNTRY,20652,SUN COUNTRY AIRLINES HLDGS INC,0
SNDA,SHANDA INTERACTI,90193,SHANDA INTERACTIVE ENTMT LTD,0
SNDC,SAND TECHNOLOGY,78560,SAND TECHNOLOGY SYS INTL INC,0
SNDK,SANDISK,82618,SANDISK CORP,0
SNDL,SNDL,18902,SNDL INC,0
SNDR,SCHNEIDER NATL,16648,SCHNEIDER NATIONAL INC,0
SNDS,SANDS REGENT,91687,SANDS REGENT,0
SNDT,SUNGARD DATA SYS,10108,SUNGARD DATA SYSTEMS INC,0
SNDX,SYNDAX,15976,SYNDAX PHARMACEUTICALS INC,0
SNE,SONY GROUP,51131,SONY CORP,0
SNEN,SINOENERGY,92757,SINOENERGY CORP,0
SNES,SENESTECH,16532,SENESTECH INC,0
SNET,SOURCINGLINK.NET,87512,SOURCINGLINK NET INC,0
SNG,SOUTHN NEW E TEL,55204,SOUTHERN NEW ENGLAND TELECOM,0
SNG2,CANADIAN SUPERIO,89507,CANADIAN SUPERIOR ENERGY INC,0
SNHP,DVRSFD HLTHCR,87289,DIVERSIFIED HEALTHCARE TRUST,1
SNHY,HELIOS TECH,84438,HELIOS TECHNOLOGIES INC,0
SNIC,SONIC SOLUTIONS,80279,SONIC SOLUTIONS,0
SNII,RIGETTI,21007,RIGETTI COMPUTING INC,0
SNIW,SCRIPPS NET INT,92709,SCRIPPS NETWORKS INTERACTIVE INC,0
SNK,SWANK INC,44345,SWANK INC,0
SNL,SUN CHEM CP,18796,SUN CHEMICAL CORP,0
SNL,SEQUA CP,72733,SEQUA CORP,0
SNLF,SECURITY NATL UT,11593,SECURITY NATIONAL FINANCIAL CORP,1
SNM,SINTER METALS,81047,SINTER METALS INC,0
SNMA,SONOMA VINEYARDS,71192,SONOMA VINEYARDS,0
SNMD,SUNRISE MED INC,73614,SUNRISE MEDICAL INC,0
SNMX,SENOMYX,90238,SENOMYX INC,0
SNN,SMITH & NEPHEW,87444,SMITH & NEPHEW PLC,0
SNNA,SIENNA,16830,SIENNA BIOPHARMACEUTICALS INC,0
SNO,POLARIS INC,75182,POLARIS INDUSTRIES INC,0
SNOB,IGN ENTERTAINMEN,87815,I G N ENTERTAINMENT INC,0
SNON,INTRAWEST RESORT,14393,INTRAWEST RESORTS HOLDINGS INC,0
SNOW,SLED DOGS CO,80366,SLED DOGS CO,0
SNP,SINOPEC CORP.,88660,CHINA PETRO & CHEMICAL CORP,1
SNPL,SNAPPLE BEVERAGE,78203,SNAPPLE BEVERAGE CORP,0
SNPO,SNAP ONE HOLDING,21767,SNAP ONE HOLDINGS CORP,0
SNPS,SYNOPSYS,77357,SYNOPSYS INC,0
SNPX,SYNOPTICS COMM,12094,SYNOPTICS COMMUNICATIONS INC,0
SNR,SUNAIR SERVICES,37022,SUNAIR ELECTRONICS INC,1
SNRA,SONERA GROUP OYJ,87368,SONERA CORP,0
SNRG,SYNERGEX CORP,74174,SYNERGEX CORP,0
SNRS,SUNRISE TECH,75760,SUNRISE TECHNOLOGIES INC,0
SNRS,SUNRISE SLA FLA,73593,SUNRISE SAVINGS & LOAN ASSN FL,1
SNRZ,SUNRISE SENIOR L,83558,SUNRISE ASSISTED LIVING INC,1
SNS,SUNDSTRAND CP,26454,SUNDSTRAND CORP,0
SNSC,PLAYCORE INC,77872,PLAYCORE INC,0
SNSE,SENSEI,20630,SENSEI BIOTHERAPEUTICS INC,0
SNSG,SENSE TECHNOLOGI,88374,SENSE TECHNOLOGIES INC,2
SNSR,SENSORMATIC ELEC,70018,SENSORMATIC ELECTRONICS CORP,0
SNSS,VIRACTA,90907,VIRACTA THERAPEUTICS INC,0
SNST,SONESTA INTL HOT,14461,SONESTA INTERNATIONAL HOTELS CP,0
SNT,SONAT INC,21514,SONAT INC,0
SNT1,MEDICAL MAN CORP,75608,MEDICAL MANAGER CORP NEW,0
SNTA,MADRIGAL PHARMS,91832,MADRIGAL PHARMACEUTICALS INC,0
SNTK,SENETEK PLC-SPON,10275,SENETEK PLC,0
SNTL,SUPERIOR NTL INS,83312,SUPERIOR NATIONAL INS GP INC DE,0
SNTO,SENTO CORP,84260,SENTO CORP,0
SNTS,SANTARUS,90333,SANTARUS INC,0
SNTT,ELOXX PHARMS,89411,ELOXX PHARMACEUTICALS INC,0
SNTV,SUN TELEVISION &,76738,SUN TELEVISION & APPLIANCES INC,0
SNUS,ACHIEVE,82526,ACHIEVE LIFE SCIENCES INC,0
SNVT,SYNAVANT,88567,SYNAVANT INC,0
SNW,STANWOOD CP,60222,STANWOOD CORP,0
SNWL,SONICWALL,87419,SONICWALL INC,0
SNY,SNYDER OIL CORP,76158,SNYDER OIL CORP,0
SNYA,SANOFI FR,89475,SANOFI SYNTHELABO,0
SNYK,SECURITY N Y ST,69842,SECURITY NY STATE CORP,0
SNYR,SYNERGY CHC,25759,SYNERGY CHC CORP,2
SO,SOUTHERN CO,18411,SOUTHERN CO,0
SO1Z,SOCRATES TECHNOL,82193,SOCRATES TECHNOLOGIES CORP,2
SO24,SONO TEK,11153,SONO TEK CORP,0
SO25,SOUTHCOAST FINAN,90331,SOUTHCOAST FINANCIAL CORP,0
SO26,SOUTHERN BANC,82305,SOUTHERN BANC INC,2
SO27,VILLAGE BANK,89576,VILLAGE BANK AND TRUST FINL CORP,0
SO2A,SOUTHWEST COMMUN,90745,SOUTHWEST COMMUNITY BANCORP,2
SOA,SCOA INDS,36249,SCOA INDUSTRIES INC,0
SOAC,TMC THE METALS,19459,TMC THE METALS CO INC,0
SOAN,PRIMIS FINANCIAL,91622,PRIMIS FINANCIAL CORP,0
SOBI,SOBIESKI BANCORP,81511,SOBIESKI BANCORP INC,0
SOBR,SOBR SAFE,23120,SOBR SAFE INC,0
SOC,SUPERIOR OIL,21709,SUPERIOR OIL CO,0
SOCI,KEYCORP,64995,KEYCORP NEW,0
SOCI,SOCIETY CP OH,70958,SOCIETY CORP,0
SOCR,SCAN OPTICS INC,69033,SCAN OPTICS INC,0
SOCS,SOCIETY FOR SVGS,70966,SOCIETY FOR SAVINGS BANCORP,0
SODA,A & W BRANDS,11307,A & W BRANDS INC,2
SODK,SODAK GAMING,79308,SODAK GAMING INC,0
SODN,SODASTREAM,12405,SODASTREAM INTERNATIONAL LTD,0
SOE,MIRANT CORP.,88601,MIRANT CORP,0
SOE,MIRANT CORP.,91071,MIRANT CORP NEW,0
SOED,SOUTHN EDUCATORS,11700,SOUTHERN EDUCATORS LIFE INS CO,0
SOF,AMER INDEP CORP,43617,AMERICAN INDEPENDENCE CORP,1
SOFA,BENCH CRAFT INC,17612,BENCH CRAFT INC,0
SOFI,SOFI TECH,20067,SOFI TECHNOLOGIES INC,0
SOFS,MERISEL INC,12260,MERISEL INC,0
SOFT,SOFTECH INC,71002,SOFTECH INC,0
SOFZ,KRAUSE'S FURNIT,76462,KRAUSES FURNITURE INC,0
SOGO,SOGOU,17098,SOGOU INC,0
SOH,STD OIL OHIO,21450,STANDARD OIL CO OH,1
SOHS,SEARS HOMETOWN A,13656,SEARS HOMETOWN & OUTLET STRS INC,0
SOHU,SOHU.COM,19675,SOHU COM INC,0
SOHU,SOHU,88467,SOHU COM LTD,0
SOI,SNYDER OIL PARTN,67758,SNYDER OIL PARTNERS,0
SOIE,STOLT NIELSEN SA,78671,STOLT NIELSEN S A,2
SOIW,SOLUTIA INC,85266,SOLUTIA INC,0
SOIW,SOLUTIA INC,92505,SOLUTIA INC,0
SOL,SOLA INTL,81290,SOLA INTERNATIONAL INC,0
SOLA,EMEREN GROUP,92543,RENESOLA LTD,1
SOLD,ADESA CORP,77510,ADESA CORP,0
SOLF,HANWHA Q CELLS,91677,HANWHA Q CELLS CO LTD,0
SOLL,DR. SOLOMON'S,84261,DR SOLOMONS GROUP,0
SOLO,SOLO SERVE CORP,77540,SOLO SERVE CORP,0
SOLR,APPLIED SOLAR EN,14737,APPLIED SOLAR ENERGY CORP,0
SOLV,SOLVENTUM,24877,SOLVENTUM CORP,0
SOME,NAUTICA ENTERPRI,72710,NAUTICA ENTERPRISES INC,0
SOMH,SOMERSET,89578,SOMERSET HILLS BANCORP,0
SOMN,SOMNUS MED TECH,85578,SOMNUS MEDICAL TECHNOLOGIES INC,0
SOMR,SOMERSET GROUP,10194,SOMERSET GROUP INC,0
SOMX,SOMAXON PHARM,91028,SOMAXON PHARMACEUTICALS INC,0
SON2,SONOSITE INC,86003,SONOSIGHT INC,0
SONA,SONIC ENVIRON,71168,SONIC DEVELOPMENT CORP DE,1
SONC,SONIC CORP,76568,SONIC CORP,0
SOND,SONDER HOLDINGS,20801,SONDER HOLDINGS INC,0
SONG,ALLIANCE ENTER,77611,ALLIANCE ENTERTAINMENT CORP,0
SONM,SONIM TECHNOLOGY,18670,SONIM TECHNOLOGIES INC,0
SONO,SONOCO PRODUCTS,71176,SONOCO PRODUCTS CO,0
SONS,RIBBON,88264,RIBBON COMMUNICATIONS INC,0
SONX,SONEX RESEARCH,91919,SONEX RESEARCH INC,2
SOO,SOO LINE CP,22138,SOO LINE CORP,0
SOON,SOONER DEFNSE FL,71205,SOONER DEFENSE FLA INC,0
SOP,PATIENT SAFETY,37560,PATIENT SAFETY TECHNOLOGIES INC,0
SOPA,SOCIETY PASS,22342,SOCIETY PASS INC,0
SOPH,SOPHIA GENETICS,21771,SOPHIA GENETICS S A,0
SOPN,FIRST SAVINGS,80155,FIRST SAVINGS BANCORP INC NC,0
SOR,SOURCE CPITAL,62068,SOURCE CAPITAL INC,0
SORC,SOURCE INTERLNK,83170,SOURCE INFORMATION MANAGEMENT CO,1
SORG,SORG INC,67766,SORG INC,0
SORL,GT ADVANCED TECH,92758,G T ADVANCED TECHNOLOGIES INC,0
SOS,STORAGE COMP CP,81309,STORAGE COMPUTER CORP,0
SOS1,SUNDOWNER OFFSHO,76213,SUNDOWNER OFFSHORE SERVICES INC,0
SOSA,SOMERSET SVGS BK,10458,SOMERSET SAVINGS BANK,0
SOSC,SUBURBAN OSTOMY,84128,SUBURBAN OSTOMY SUPPLY CO,0
SOSI,SIPPICAN INC,70827,SIPPICAN OCEAN SYS INC,0
SOSS,SOS STAFFING SVC,81748,S O S STAFFING SERVICES INC,2
SOST,PRYXIE LIQ,91364,PREMIER EXHIBITIONS INC,1
SOTA,STATE OF THE ART,76666,STATE OF THE ART INC,0
SOTR,SOUTHTRUST CP AL,71686,SOUTHTRUST CORP,0
SOUT,TELECOM-USA,75424,TELECOM USA INC,0
SOUT,SOUTHERNNET INC,10317,SOUTHERNNET INC,2
SOV,STYLES ON VIDEO,79141,STYLES ON VIDEO INC,0
SOVN,SOVRAN FIN CP VA,71889,SOVRAN FINANCIAL CORP,1
SOVO,SOVOS BRANDS,21962,SOVOS BRANDS INC,0
SOVR,SOVEREIGN CORP,71854,SOVEREIGN CORP,0
SP,SPELLING ENT GRP,53364,SPELLING ENTERTAINMENT GROUP INC,0
SP,SPELLING ENT INC,70199,SPELLING ENTERTAINMENT CORP,0
SP0C,ENVERIC BIOSCIEN,82215,ENVERIC BIOSCIENCES INC,0
SPA,SPARTON,17523,SPARTON CORP,0
SPAB,ASTROTECH,82747,ASTROTECH CORP,0
SPAI,STRATEGIC PLAN,10871,STRATEGIC PLANNING ASSOCS INC,0
SPAN,SPAN AMER MED SY,71942,SPAN AMERICA MEDICAL SYSTEMS INC,1
SPAQ,SPARTAN ACQUISIT,20966,SPARTAN ACQUISITION CORP III,0
SPAQ,ALLEGO,22975,ALLEGO N V,0
SPAR,SHYFT GROUP,71985,SHYFT GROUP INC,2
SPBC,ST PAUL BCP IL,11335,ST PAUL BANCORP INC,0
SPBD,SPINNAKER SOFTWA,10849,SPINNAKER SOFTWARE CORP,0
SPBI,FIBERMARK INC,79010,FIBERMARK INC,0
SPC,SECURITY PAC CA,60839,SECURITY PACIFIC CORP,0
SPCB,SUPERCOM,92230,SUPERCOM LTD,0
SPCE,VIRGIN GALACTIC,16964,VIRGIN GALACTIC HOLDINGS INC,0
SPCH,SPORT CHALET INC,78082,SPORT CHALET INC,0
SPCM,SPECIALTY COMPOS,72048,SPECIALTY COMPOSITES CORP,0
SPCO,VIZACOM INC,82669,VIZACOM INC NEW,0
SPCO,SOFTWARE PUB,91871,SOFTWARE PUBLISHING CORP,0
SPCS,SPS COMMERCE,93356,S P S COMMERCE INC,0
SPCT,SPECTRIAN CORP,80843,SPECTRIAN CORP,0
SPD,STD PRODS CO,36775,STANDARD PRODUCTS CO,1
SPDC,S P DRUG CO,68321,S P DRUGS INC,0
SPDU,CAPRICOR,92686,CAPRICOR THERAPEUTICS INC,0
SPDY,SPECTRADYNE INC,72056,SPECTRADYNE INC,0
SPE,SPECIALTY EQUIP,75187,SPECIALTY EQUIPMENT COS INC,0
SPE,SPECIALTY EQUIP,80039,SPECIALTY EQUIPMENT COS INC,0
SPEC,SPECTRUM CTL INC,72128,SPECTRUM CONTROL INC,0
SPEH,MAY & SPEH INC,83313,MAY & SPEH INC,0
SPEI,SAVOY PICTURES,79011,SAVOY PICTURES ENTERTAINMENT INC,0
SPEK,SPECS MUSIC,91994,SPECS MUSIC INC,0
SPEP,SPECTRA ENERGY P,92144,SPECTRA ENERGY PARTNERS L P,0
SPF,CALATLANTIC GRP,72696,CALATLANTIC GROUP INC,0
SPF,STD PAC CP,49699,STANDARD PACIFIC CORP,1
SPFC,SOUTHN PAC FUND,83611,SOUTHERN PACIFIC FUNDING CORP,1
SPFI,SOUTH PLAINS FIN,18671,SOUTH PLAINS FINANCIAL INC,0
SPFM,SPROUTS FARMERS,14102,SPROUTS FARMERS MARKET INC,0
SPFR,VELO3D,20402,VELO3D INC,0
SPG,GREAT AMER FIN,75188,GREAT AMERICAN FINANCIAL RES INC,0
SPGL,SPIEGEL,11760,SPIEGEL INC,0
SPH,SUBURBAN PROPANE,82860,SUBURBAN PROPANE PARTNERS LP,0
SPHC,SAMARITAN PHARM,90311,SAMARITAN PHARMACEUTICALS INC,0
SPHI,STUDIO PLUS HTLS,81749,STUDIO PLUS HOTELS INC,0
SPHS,SOPHIRIS BIO,14105,SOPHIRIS BIO INC,0
SPHX,SPHINX PHARMACEU,77280,SPHINX PHARMACEUTICALS CORP,0
SPI,SPI ENERGY,15913,S P I ENERGY CO LTD,0
SPI1,CHARIOT GROUP,71095,CHARIOT GROUP INC,0
SPIA,SILICONWARE PRE,88645,SILICONWARE PRECISION INDS CO LT,0
SPIP,SPI PHARMACEUTIC,68340,S P I PHARMACEUTICALS INC,0
SPIR,SPIRE CP,72232,SPIRE CORP,0
SPK,SPIEKER PROP INC,79919,SPIEKER PROPERTIES INC,0
SPKE,VIA RENEWABLES,14830,VIA RENEWABLES INC,0
SPKF,FORIAN,20794,FORIAN INC,0
SPKL,SPRECKLES INDS.,80157,SPRECKELS INDUSTRIES INC,0
SPLF,ONEMAIN HOLDINGS,14229,ONEMAIN HOLDINGS INC,0
SPLH,SPLASH TECH HOLD,84130,SPLASH TECHNOLOGY HOLDINGS INC,0
SPLI,SPECTRA-PHYS LSR,85715,SPECTRA PHYSICS INC NEW,0
SPLK,SPANLINK COMM,83419,SPANLINK COMMUNICATIONS INC,0
SPLN,SPORTSLINE.COM,85579,SPORTSLINE USA INC,1
SPLS,STAPLES,75489,STAPLES INC,0
SPLT,SPLITROCK SERVIC,87187,SPLITROCK SERVICES INC,0
SPLX,SIMPLEX SOLUTION,88981,SIMPLEX SOLUTIONS INC,0
SPLY,SPECIALTY LAB,88855,SPECIALTY LABORATORIES INC,0
SPLZ,SPLUNK,13379,SPLUNK INC,0
SPM,ESKEY INC,62703,E S K E Y INC,0
SPM1,SPIRENT,89066,SPIRENT PLC,0
SPMC,SOUND POINT,25197,SOUND POINT MERIDIAN CAPITAL INC,0
SPMD,SPECTRAMED,11434,SPECTRAMED INC,0
SPMT,SPORTMART INC,77978,SPORTMART INC,0
SPMT,SPORTMART INC,80950,SPORTMART INC,0
SPN,SECURITY OF PA,86459,SECURITY PENNSYLVANIA FINL CORP,1
SPNC,SPECTRANETICS CO,77271,SPECTRANETICS CORP,0
SPNE,SEASPINE HLDG,15407,SEASPINE HOLDINGS CORP,0
SPNS,SAPIENS INTL,78759,SAPIENS INTERNATIONAL CORP N V,0
SPNW,NETWORK COMM INC,87253,NETWORK COMMERCE INC,0
SPNX,SPINNAKER EXPLOR,87254,SPINNAKER EXPLORATION CO,0
SPO,SPECTRO INDS INC,47853,SPECTRO INDUSTRIES INC,0
SPOI,US DATAWORKS INC,87845,U S DATAWORKS INC,0
SPOR,SPORT-HALEY,80479,SPORT HALEY INC,0
SPOT,PANAMSAT CORP,82283,PANAMSAT CORP,0
SPOT,PANAMSAT CORP,84836,PANAMSAT CORP NEW,0
SPOW,SCOTTISH POWER,85342,SCOTTISH POWER PLC,0
SPOW,SCOTTISH POWER,91236,SCOTTISH POWER PLC,0
SPP,SCOTT PAPER,18032,SCOTT PAPER CO,0
SPP1,SAPPI,86413,SAPPI LTD,0
SPPG,SIMON PROP GRP,80100,SIMON PROPERTY GROUP INC NEW,0
SPPI,SPECTRUM PHARMA,83950,SPECTRUM PHARMACEUTICALS INC,0
SPPR,SUPERTEL HOSP,80480,SUPERTEL HOSPITALITY INC,0
SPR,SPORTS RESORTS,82816,SPORTS RESORTS INTL INC,0
SPRA,SPIRIT AEROSYSTM,91594,SPIRIT AEROSYSTEMS HOLDINGS INC,0
SPRB,SPRUCE BIOSCIENC,19993,SPRUCE BIOSCIENCES INC,0
SPRC,JUMBOSPORTS INC,77899,JUMBOSPORTS INC,0
SPRD,SPREADTRUM COMMU,92103,SPREADTRUM COMMUNICATIONS INC,0
SPRH,SPEARHEAD INDS I,72013,SPEAR HEAD INDS INC,5
SPRI,"SPR, INC.",85504,S P R INC,1
SPRN,SPRINT CORP,14040,SPRINT CORP NEW,0
SPRO,SPERO,17044,SPERO THERAPEUTICS INC,0
SPRT,GREENIDGE,21889,GREENIDGE GENERATION HLDGS INC,0
SPRT,SUPPORT.COM,88468,SUPPORT COM INC,0
SPRX,SPECTRX INC,85212,SPECTRX INC,0
SPS,SOUTHWSTN PUB SV,25283,SOUTHWESTERN PUBLIC SERVICE CO,1
SPSG,SPARTA SURGICAL,76993,SPARTA SURGICAL CORP,2
SPSN,SPANSION,91029,SPANSION INC,0
SPSN,SPANSION,93387,SPANSION INC,0
SPSS,SPSS INC,79528,SPSS INC,0
SPT,SUNTECH POWER,91061,SUNTECH POWER HOLDINGS CO LTD,0
SPTH,STEC INC,88646,S T E C INC,0
SPTN,SPORTSTOWN INC,77529,SPORTSTOWN INC,0
SPTR,SPECTRAN CORP,72072,SPECTRAN CORP,0
SPUD,1 POTATO 2 INC,59636,1 POTATO 2 INC,0
SPV,SOUTHEASTERN PUB,27481,SOUTHEASTERN PUBLIC SERVICE CO,0
SPW,SPX TECH,55212,S P X TECHNOLOGIES INC,0
SPWC,SPEED  WLS CORP,88914,SPEEDCOM WIRELESS CORP,2
SPWH,SPORTSMANS,14609,SPORTSMANS WAREHOUSE HLDGS INC,0
SPWR,SUNPOWER,90978,SUNPOWER CORP,0
SPWX,SPEECHWORKS,88569,SPEECHWORKS INTL INC,0
SPWY,PENSKE MOTORSPRT,83314,PENSKE MOTORSPORTS INC,0
SPY,SPECTRA-PHYS,60716,SPECTRA PHYSICS INC,0
SPYG,SPYGLASS INC,81750,SPYGLASS INC,0
SPYN,SPINE-TECH INC,81751,SPINE TECH INC,0
SPYT,SPDR S&P 500 ETF,84398,SPDR TRUST,1
SPZN,SPEIZMAN INDS,55060,SPEIZMAN INDUSTRIES INC,0
SQ,BLOCK,15826,SQUARE INC,1
SQAX,SQA INC,82749,S Q A INC,0
SQB,SQUIBB CORP,45604,SQUIBB CORP,0
SQBK,SQUARE 1 FIN,14553,SQUARE 1 FINANCIAL INC,0
SQD,SQUARE D CO,20079,SQUARE D CO,0
SQFT,PRESIDIO PRPTY,19858,PRESIDIO PROPERTY TRUST INC,0
SQI,SCIQUEST INC,12312,SCIQUEST INC NEW,0
SQL,ATLANTIC INTL,21879,ATLANTIC INTERNATIONAL CORP,0
SQLF,CLARUS,86092,CLARUS CORP,0
SQM,SQM,79663,SOCIEDAD QUIMICA & MINERA CHL SA,1
SQN,SUSQUEHANNA,45524,SUSQUEHANNA CORP,0
SQNA,SEQUANA THERAPEU,82216,SEQUANA THERAPEUTICS INC,0
SQNM,SEQUENOM,87632,SEQUENOM INC,0
SQNS,SEQUANS,12680,SEQUANS COMMUNICATIONS S A,0
SQNT,SEQUENT COMPUTER,11283,SEQUENT COMPUTER SYSTEMS INC,0
SQSP,SQUARESPACE,21121,SQUARESPACE INC,0
SQST,SCIQUEST INC,87420,SCIQUEST INC,0
SQSW,SEQUOIA SOFTWARE,88265,SEQUOIA SOFTWARE CORP,0
SQTZ,CRUMBS BAKE SHOP,12883,CRUMBS BAKE SHOP INC,0
SQZ,SQZ BIOTECHNOLOG,19918,S Q Z BIOTECHNOLOGIES CO,0
SR,SOUTHERN RAILWAY,14509,SOUTHERN RAILWAY CO,0
SRA,MERCK SERONO,88410,MERCK SERONO S A,0
SRAD,SPORTRADAR GROUP,21964,SPORTRADAR GROUP A G,0
SRB,SCURRY-RNBOW LTD,36273,SCURRY RAINBOW OIL LTD,5
SRC,SECURITY-CONN CP,80189,SECURITY CONNECTICUT CORP,0
SRCA,SPIRIT REALTY CA,13580,SPIRIT REALTY CAPITAL INC,0
